timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T21:54:20.631-04:00,Fountain Square,67.7,68.8,73.1,green,72.6,,88.05,0,0,88,90
2026-06-05T21:54:23.646-04:00,Fountain Square,79.5,74.5,73.0,green,73.3,,87.5,0,0,88,90
2026-06-05T21:54:26.639-04:00,Fountain Square,70.0,74.6,73.0,green,73.3,,83.57,0,0,88,90
2026-06-05T21:54:29.643-04:00,Fountain Square,68.1,74.5,73.0,green,73.3,,85.6,0,0,88,90
2026-06-05T21:54:32.647-04:00,Fountain Square,69.6,74.6,73.0,green,73.3,,80.62,0,0,88,90
2026-06-05T21:54:35.619-04:00,Fountain Square,69.5,69.4,73.0,green,72.6,,85.81,0,0,88,90
2026-06-05T21:54:38.633-04:00,Fountain Square,71.7,69.9,73.0,green,72.7,,86.48,0,0,88,90
2026-06-05T21:54:41.637-04:00,Fountain Square,69.7,70.2,73.1,green,72.7,,82.16,0,0,88,90
2026-06-05T21:54:44.629-04:00,Fountain Square,74.3,71.8,73.0,green,72.9,,89.13,0,0,88,90
2026-06-05T21:54:50.645-04:00,Fountain Square,69.8,71.8,73.0,green,72.8,,86.85,0,0,88,90
2026-06-05T21:54:53.637-04:00,Fountain Square,75.0,73.2,72.9,green,73.0,,85.53,0,0,88,90
2026-06-05T21:54:56.641-04:00,Fountain Square,68.8,72.1,72.9,green,72.8,,82.4,0,0,88,90
2026-06-05T21:54:59.633-04:00,Fountain Square,68.2,71.4,72.9,green,72.7,,87.12,0,0,88,90
2026-06-05T21:55:02.646-04:00,Fountain Square,69.2,71.3,72.8,green,72.6,,87.82,0,0,88,90
2026-06-05T21:55:05.629-04:00,Fountain Square,68.1,68.6,72.8,green,72.3,,87.66,0,0,88,90
2026-06-05T21:55:08.643-04:00,Fountain Square,69.8,68.9,72.8,green,72.3,,85.29,0,0,88,90
2026-06-05T21:55:11.625-04:00,Fountain Square,68.3,68.9,72.7,green,72.2,,82.79,0,0,88,90
2026-06-05T21:55:14.639-04:00,Fountain Square,68.1,68.6,72.6,green,72.2,,87.6,0,0,88,90
2026-06-05T21:55:17.633-04:00,Fountain Square,67.0,68.4,72.6,green,72.1,,84.84,0,0,88,90
2026-06-05T21:55:20.637-04:00,Fountain Square,69.6,68.3,72.5,green,72.1,,85.9,0,0,88,90
2026-06-05T21:55:23.629-04:00,Fountain Square,70.9,69.2,72.5,green,72.1,,91.31,0,0,88,90
2026-06-05T21:55:26.643-04:00,Fountain Square,66.5,68.9,72.5,green,72.0,,88.03,0,0,88,90
2026-06-05T21:55:29.647-04:00,Fountain Square,71.3,69.9,72.4,green,72.1,,92.76,0,0,88,90
2026-06-05T21:55:32.631-04:00,Fountain Square,69.3,69.9,72.4,green,72.1,,91.46,0,0,88,90
2026-06-05T21:55:35.646-04:00,Fountain Square,69.3,69.4,72.4,green,72.0,,87.04,0,0,88,90
2026-06-05T21:55:38.639-04:00,Fountain Square,69.6,70.0,72.4,green,72.1,,92.52,0,0,88,90
2026-06-05T21:55:41.642-04:00,Fountain Square,67.7,69.0,72.4,green,72.0,,91.22,0,0,88,90
2026-06-05T21:55:44.645-04:00,Fountain Square,69.3,69.0,72.4,green,72.0,,86.78,0,0,88,90
2026-06-05T21:55:47.616-04:00,Fountain Square,67.6,68.6,72.3,green,71.9,,82.61,0,0,88,90
2026-06-05T21:55:50.630-04:00,Fountain Square,66.7,67.9,72.3,green,71.8,,84.58,0,0,88,90
2026-06-05T21:55:53.644-04:00,Fountain Square,67.8,67.9,72.3,green,71.8,,84.02,0,0,88,90
2026-06-05T21:55:56.648-04:00,Fountain Square,67.4,67.4,72.2,green,71.7,,85.59,0,0,88,90
2026-06-05T21:55:59.630-04:00,Fountain Square,67.3,67.3,72.2,green,71.7,,83.43,0,0,88,90
2026-06-05T21:56:02.633-04:00,Fountain Square,67.0,67.4,72.1,green,71.6,,81.53,0,0,88,90
2026-06-05T21:56:05.636-04:00,Fountain Square,68.2,67.5,72.1,green,71.6,,81.38,0,0,88,90
2026-06-05T21:56:08.640-04:00,Fountain Square,68.0,67.7,72.1,green,71.6,,84.61,0,0,88,90
2026-06-05T21:56:11.632-04:00,Fountain Square,66.6,67.5,72.0,green,71.5,,81.55,0,0,88,90
2026-06-05T21:56:14.646-04:00,Fountain Square,68.4,67.9,72.0,green,71.5,,83.77,0,0,88,90
2026-06-05T21:56:17.629-04:00,Fountain Square,67.2,67.6,72.0,green,71.5,,81.91,0,0,88,90
2026-06-05T21:56:20.642-04:00,Fountain Square,69.9,68.2,72.0,green,71.5,,84.05,0,0,88,90
2026-06-05T21:56:23.624-04:00,Fountain Square,69.2,68.8,71.9,green,71.5,,81.43,0,0,88,90
2026-06-05T21:56:26.648-04:00,Fountain Square,70.4,69.3,71.9,green,71.6,,81.92,0,0,88,90
2026-06-05T21:56:29.630-04:00,Fountain Square,70.3,70.0,71.9,green,71.6,,82.37,0,0,88,90
2026-06-05T21:56:32.633-04:00,Fountain Square,71.6,70.4,71.8,green,71.6,,82.01,0,0,88,90
2026-06-05T21:56:35.648-04:00,Fountain Square,68.7,70.4,71.8,green,71.6,,85.46,0,0,88,90
2026-06-05T21:56:38.642-04:00,Fountain Square,67.6,69.8,71.8,green,71.5,,81.61,0,0,88,90
2026-06-05T21:56:41.646-04:00,Fountain Square,67.0,69.1,71.8,green,71.5,,82.81,0,0,88,90
2026-06-05T21:56:44.633-04:00,Fountain Square,68.6,68.0,71.8,green,71.3,,83.29,0,0,88,90
2026-06-05T21:56:47.617-04:00,Fountain Square,69.7,68.3,71.8,green,71.3,,82.77,0,0,88,90
