timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-04T21:51:09.389-04:00,Memorial Hall,83.1,82.4,86.0,green,85.6,,95.43,0,0,90,95
2026-06-04T21:51:10.398-04:00,Memorial Hall,83.3,82.2,86.0,green,85.5,,96.84,0,0,90,95
2026-06-04T21:51:11.408-04:00,Memorial Hall,83.1,82.3,85.9,green,85.5,,98.65,0,0,90,95
2026-06-04T21:51:12.415-04:00,Memorial Hall,79.9,82.3,85.9,green,85.4,,92.41,0,0,90,95
2026-06-04T21:51:13.426-04:00,Memorial Hall,83.5,82.4,85.8,green,85.4,,93.69,0,0,90,95
2026-06-04T21:51:14.434-04:00,Memorial Hall,79.0,82.4,85.8,green,85.4,,90.24,0,0,90,95
2026-06-04T21:51:15.445-04:00,Memorial Hall,81.5,82.5,85.7,green,85.3,,93.64,0,0,90,95
2026-06-04T21:51:16.455-04:00,Memorial Hall,82.3,82.6,85.7,green,85.3,,96.57,0,0,90,95
2026-06-04T21:51:17.465-04:00,Memorial Hall,84.6,82.7,85.7,green,85.3,,96.56,0,0,90,95
2026-06-04T21:51:18.474-04:00,Memorial Hall,83.7,82.7,85.6,green,85.3,,96.44,0,0,90,95
2026-06-04T21:51:19.484-04:00,Memorial Hall,82.7,82.7,85.6,green,85.2,,93.79,0,0,90,95
2026-06-04T21:51:20.492-04:00,Memorial Hall,82.3,82.8,85.6,green,85.2,,97.29,0,0,90,95
2026-06-04T21:51:21.502-04:00,Memorial Hall,80.7,82.8,85.5,green,85.2,,95.39,0,0,90,95
2026-06-04T21:51:22.512-04:00,Memorial Hall,79.7,82.8,85.5,green,85.1,,91.14,0,0,90,95
2026-06-04T21:51:23.522-04:00,Memorial Hall,83.0,83.0,85.5,green,85.1,,96.33,0,0,90,95
2026-06-04T21:51:24.530-04:00,Memorial Hall,82.1,83.2,85.5,green,85.2,,93.52,0,0,90,95
2026-06-04T21:51:25.540-04:00,Memorial Hall,84.6,83.5,85.5,green,85.2,,97.32,0,0,90,95
2026-06-04T21:51:26.549-04:00,Memorial Hall,85.6,83.7,85.5,green,85.2,,94.69,0,0,90,95
2026-06-04T21:51:27.559-04:00,Memorial Hall,86.7,84.2,85.5,green,85.3,,96.11,0,0,90,95
2026-06-04T21:51:28.569-04:00,Memorial Hall,85.9,84.8,85.5,green,85.4,,101.78,0,0,90,95
2026-06-04T21:51:29.578-04:00,Memorial Hall,83.4,85.0,85.5,green,85.4,,93.58,0,0,90,95
2026-06-04T21:51:30.588-04:00,Memorial Hall,84.5,85.1,85.5,green,85.4,,95.41,0,0,90,95
2026-06-04T21:51:31.597-04:00,Memorial Hall,89.2,85.6,85.5,green,85.5,,104.85,0,0,90,95
2026-06-04T21:51:32.606-04:00,Memorial Hall,89.4,85.9,85.6,green,85.6,,99.01,0,0,90,95
2026-06-04T21:51:33.614-04:00,Memorial Hall,87.4,86.2,85.6,green,85.7,,100.15,0,0,90,95
2026-06-04T21:51:34.623-04:00,Memorial Hall,86.4,86.7,85.7,green,85.8,,101.35,0,0,90,95
2026-06-04T21:51:35.632-04:00,Memorial Hall,86.7,86.9,85.7,green,85.9,,100.96,0,0,90,95
2026-06-04T21:51:36.642-04:00,Memorial Hall,88.9,87.3,85.8,green,86.1,,102.17,0,0,90,95
2026-06-04T21:51:37.650-04:00,Memorial Hall,88.4,87.6,85.8,green,86.2,,103.92,0,0,90,95
2026-06-04T21:51:38.660-04:00,Memorial Hall,89.5,87.8,85.9,green,86.3,,100.04,0,0,90,95
